feature	ASV_1	Subdoligranulum	ASV_3	Faecalibacterium	Bifidobacterium	Akkermansia	Escherichia.Shigella	Ruminococcus	Bacteroides	Monoglobus	X.Ruminococcus..torques.group	Anaerostipes	ASV_26	Erysipelotrichaceae.UCG.003	Dialister	Streptococcus	Phascolarctobacterium	ASV_37	Tyzzerella	CAG.56	Alistipes	Coprococcus	ASV_46	ASV_47	X.Eubacterium..hallii.group	Lachnospiraceae.NC2004.group	NK4A214.group	Lachnospiraceae.ND3007.group	Butyricicoccus	Romboutsia	Lachnospira	Christensenellaceae.R.7.group	Lachnoclostridium	ASV_102	UCG.002	X.Eubacterium..siraeum.group	Collinsella	Colidextribacter	Prevotella	X.Eubacterium..ventriosum.group	Lachnospiraceae.NK4A136.group	ASV_138	X.Eubacterium..ruminantium.group	Clostridium.sensu.stricto.1	X.Eubacterium..eligens.group	Lachnospiraceae.FCS020.group	Intestinimonas	Barnesiella	Blautia	Erysipelatoclostridium	Moryella	Roseburia	Intestinibacter	ASV_191	Paraprevotella	Eggerthella	Defluviitaleaceae.UCG.011	Lachnospiraceae.UCG.001	X.Eubacterium..xylanophilum.group	Parabacteroides	UCG.005	Oscillibacter	ASV_257	UBA1819	Lachnospiraceae.UCG.008	Bilophila	Senegalimassilia	CAG.352	Family.XIII.AD3011.group	DTU089	Butyricimonas	ASV_318	Enterococcus	Lachnospiraceae.UCG.010	Negativibacillus	Odoribacter	Holdemania	Flavonifractor	Veillonella	Sutterella	ASV_400	UCG.009	Turicibacter	Lactococcus	Parasutterella	GCA.900066575	Hungatella	ASV_450	UCG.003	Family.XIII.UCG.001	ASV_491	Gordonibacter	ASV_510	Frisingicoccus	Methanobrevibacter	Shuttleworthia	Oribacterium	X.Clostridium..innocuum.group	Parvimonas	ASV_603	Papillibacter	X.Eubacterium..brachy.group	ASV_657	X.Eubacterium..fissicatena.group	Catenibacillus	ASV_684	Fournierella	Pseudoflavonifractor	Gemella	ASV_765	Candidatus.Soleaferrea	Oscillospira	Christensenella	Enteroscipio	Eisenbergiella	Coprobacter	TM7x	Actinomyces	Solobacterium	Atopobium	Rothia	ASV_1004	Paludicola	Anaerofilum	X.Eubacterium..nodatum.group
16S_FCS_Hsap_S2_scWim_450d_Rep2_02-450	5.95567283329598	3.86386944018522	4.29200758430826	2.85226852850674	4.36605836621862	5.54007005690336	5.46119498107995	2.62574087920829	1.91549926528904	3.95200630969658	2.50424332614749	0.529204904169154	3.69424336640503	1.61625637043619	1.49264241446901	3.8427637529729	0.29740329011183	4.09435696575519	-2.83809092581732	2.02172147854435	3.35427156365755	4.98114352804175	4.57948947659722	3.09944527926511	0.688269598798842	2.57355512603772	3.75495360832512	-0.640866348481101	1.56862832144693	-0.535505832823274	2.8213912899423	4.95136364026935	0.74542801263879	1.43857519319874	2.96402744955974	4.82813099984541	0.106348053349121	2.93023006997645	3.6028556148156	3.24412798455913	-2.83809092581732	1.09373470690701	2.66316728472741	0.420005612204162	3.09944527926511	2.37684483179167	-2.83809092581732	-0.13004072471511	2.05225820240443	-2.83809092581732	1.03311008509057	0.494113584357884	-2.83809092581732	2.23708288941651	-2.83809092581732	-2.83809092581732	1.05372937229331	1.59272587302599	2.55098080399918	-1.04633145658926	2.05225820240443	-0.535505832823274	2.23081327640291	-2.83809092581732	1.15089312074695	-1.22865301338322	0.772826986826905	-0.273141568355783	1.30504380057421	-1.45179656469743	-2.83809092581732	3.12548841780113	-2.83809092581732	-2.14494374525737	-1.73947863714921	-0.13004072471511	-2.83809092581732	-2.83809092581732	0.206431511906103	-2.83809092581732	-2.83809092581732	-2.14494374525737	-1.22865301338322	-2.83809092581732	-2.83809092581732	-1.22865301338322	-2.83809092581732	-1.22865301338322	-2.83809092581732	-1.22865301338322	-2.83809092581732	-0.35318427602932	0.529204904169154	-2.83809092581732	-2.83809092581732	-2.83809092581732	-2.83809092581732	-2.83809092581732	0.420005612204162	-2.83809092581732	-0.535505832823274	-2.83809092581732	-2.83809092581732	-2.83809092581732	-2.83809092581732	-2.14494374525737	0.0522808320788448	-2.14494374525737	-2.83809092581732	-2.83809092581732	-1.22865301338322	-2.14494374525737	-2.83809092581732	-2.83809092581732	-2.83809092581732	-2.83809092581732	-1.73947863714921	-2.83809092581732	-2.83809092581732	-1.45179656469743	-1.73947863714921	-2.83809092581732	-1.73947863714921	-2.83809092581732	-2.83809092581732
16S_FCS_Hsap_S2_scWim_490d_Rep2_02-490	5.95922178782454	3.88976080197968	4.49683822520526	4.24928143403719	3.4553843503771	4.66374750300433	5.1668973874775	4.10353416500631	1.50813997830865	1.98860273834452	2.25141154605116	2.43742996472644	4.33528768479887	1.81204488626732	2.11851487258473	2.85633449319627	0.74733414927489	3.74406592316196	-3.16468885615326	2.35276404031145	2.44843925023481	4.88792596266231	4.22487509752438	2.74610778788727	0.978445870238277	2.04479729668817	3.09870940643837	0.619500777765005	2.99651846554182	0.0541869687149446	2.56541092682032	3.03175527164126	1.44048132983484	2.19189741851876	2.49827162398269	4.22487509752438	0.548883210551052	2.93786973846031	4.17354929391233	3.2487701010141	0.805603057398866	1.48927149400427	3.28893614273944	1.60599576831241	2.52228650018656	1.85259098066167	-1.77839449503337	-0.0736464027949401	2.40365564760784	-3.16468885615326	1.21733777852063	-0.168956582599265	-0.679782206365256	0.30104704664647	-3.16468885615326	-3.16468885615326	-0.599739498691719	2.06105781755995	2.2012871588686	0.361671668462905	1.93517757167094	-1.21877870709794	2.11851487258473	-1.77839449503337	0.994194227206416	-3.16468885615326	0.548883210551052	-0.679782206365256	0.596511259540306	-2.06607656748515	-3.16468885615326	2.08758457189337	-3.16468885615326	-2.06607656748515	-2.47154167559331	-0.679782206365256	-2.06607656748515	-3.16468885615326	1.05481884902285	-3.16468885615326	-0.86210376315921	-1.08524731447342	-0.120166418429833	-3.16468885615326	-3.16468885615326	-0.220249876986816	-3.16468885615326	-0.392100133913475	-2.06607656748515	0.706512154754635	0.0541869687149446	-0.525631526537997	-0.0291946402241064	-3.16468885615326	-3.16468885615326	-3.16468885615326	-3.16468885615326	-3.16468885615326	-1.3729293869252	-1.21877870709794	-1.08524731447342	-3.16468885615326	-2.47154167559331	-3.16468885615326	-3.16468885615326	-3.16468885615326	-3.16468885615326	-2.47154167559331	-1.21877870709794	-3.16468885615326	-0.967464278817037	-3.16468885615326	-3.16468885615326	-3.16468885615326	-3.16468885615326	-1.77839449503337	-2.06607656748515	-2.47154167559331	-3.16468885615326	-3.16468885615326	-1.21877870709794	-3.16468885615326	-3.16468885615326	-3.16468885615326	-2.06607656748515
16S_FCS_Hsap_S2_scWim_504d_Rep2_02-504	6.04755190390441	2.82080296190362	3.38127381615877	4.21381126096286	4.26877809702402	4.55346483642843	4.30607523770084	3.1321547784413	2.88177975840233	2.64801663826066	2.59691062732717	2.92045861296744	4.83610510438293	1.19931671095334	2.37563798394877	4.3255454734367	-0.351280701457824	4.37103739790427	-1.89172574240497	0.941487601651243	3.70546088598541	4.55663608644344	4.17592794306056	2.40328951527928	3.2596372111864	2.12765578134367	3.9083765032569	-0.0458990519066425	2.12164975728346	0.267758506948399	1.65405286806829	2.80571971969229	0.305498834931246	2.63367947511426	3.26156585209281	3.48970653085357	0.793851602845178	2.79040548471925	4.16817596625624	3.3482560471301	-0.425388673611546	1.53145054597596	2.7526651567364	-2.99033803107308	1.78034659339258	1.88485929212807	-0.505431381285082	0.859809570636976	1.52052147544377	-2.99033803107308	0.979953882479039	-1.19857856184503	-0.910896489393247	0.267758506948399	-2.99033803107308	-2.99033803107308	-0.282287829970873	1.37910982139394	2.50272341226747	1.03501365966207	2.33267194806533	-1.89172574240497	2.5230907150919	-0.910896489393247	-2.99033803107308	-2.99033803107308	0.593180907383027	-2.99033803107308	0.838303365416012	-2.99033803107308	-2.99033803107308	1.67310106303898	-2.99033803107308	-1.60404366995319	-2.99033803107308	0.506169530393397	-2.99033803107308	-1.89172574240497	-0.217749308833302	-1.38090011863898	-0.793113453736863	-0.910896489393247	-2.99033803107308	-0.425388673611546	-2.99033803107308	-1.19857856184503	-2.99033803107308	0.723234035631225	-1.89172574240497	-1.04442788201777	-0.351280701457824	-0.592442758274712	-0.157124687016867	-2.99033803107308	-2.29719085051314	-2.99033803107308	-2.99033803107308	-2.99033803107308	0.05418440665034	-1.04442788201777	-2.29719085051314	-2.99033803107308	-2.29719085051314	-2.99033803107308	-2.99033803107308	-1.89172574240497	-2.99033803107308	-2.99033803107308	-2.99033803107308	-2.99033803107308	-1.19857856184503	-0.505431381285082	-2.99033803107308	-2.99033803107308	-2.99033803107308	-1.60404366995319	-1.89172574240497	-0.793113453736863	-2.99033803107308	-1.38090011863898	-0.687752938079037	-2.99033803107308	-1.89172574240497	-2.99033803107308	-2.99033803107308
16S_FCS_Hsap_S2_scWim_520d_Rep2_02-520	5.71056586291498	2.09098198953808	3.64465632745372	5.4585700036026	0.539173189940614	4.83182201346328	4.82165569427811	4.400323864995	4.88193911066119	1.80893373480455	1.73913797286901	2.32759375790315	3.89885389139984	3.2748385580758	2.22926900539217	1.5324249629509	2.39859130764248	3.44607424978799	-3.37284981548753	0.210669122968578	3.67205530164184	4.02960170533071	3.68332546861288	2.40480250773512	3.02740762982129	-0.539636471431316	2.10778910785446	2.12021162785302	2.44723311486483	-0.539636471431316	3.05686966255161	4.19810876768148	0.98385901120206	2.73194341692745	2.62856506247362	3.31674945369143	-0.0770129494832029	2.51325421596262	4.28584974278077	-0.237355599558382	0.687593195058887	1.91035391325046	4.13484026233237	1.10448699899067	3.4427901745868	1.34564905580756	-0.237355599558382	2.45903266179598	3.40365717688465	-3.37284981548753	-0.887943165699532	0.238068097156692	-0.664799614385322	2.02077773086483	-3.37284981548753	-3.37284981548753	-0.807900458025995	1.57591007489064	2.20309928765878	3.02407983972861	2.164484451531	-0.664799614385322	2.35399793209967	-1.98655545436764	0.498351195420359	0.498351195420359	1.00917681918635	-1.76341190305343	0.558975817236794	-1.98655545436764	-3.37284981548753	0.364819802795836	-3.37284981548753	0.182498246001882	-1.76341190305343	2.37015337232195	-0.887943165699532	-3.37284981548753	-1.76341190305343	-0.0055539855010579	-0.974954542689161	-1.76341190305343	-1.58109034625948	-3.37284981548753	-3.37284981548753	-0.11475327746605	-3.37284981548753	0.433812674282788	-0.733792485872273	-0.0055539855010579	-1.58109034625948	-1.2934082738077	-0.733792485872273	-3.37284981548753	-3.37284981548753	-3.37284981548753	-3.37284981548753	-2.27423752681942	-2.27423752681942	-3.37284981548753	-1.2934082738077	-3.37284981548753	-2.67970263492759	-3.37284981548753	-3.37284981548753	-1.58109034625948	-1.98655545436764	-3.37284981548753	-2.27423752681942	-3.37284981548753	-0.600261093247751	-2.27423752681942	-3.37284981548753	-3.37284981548753	-3.37284981548753	0.518970482623095	-2.27423752681942	-2.27423752681942	-3.37284981548753	-3.37284981548753	-3.37284981548753	-3.37284981548753	-3.37284981548753	-3.37284981548753	-1.76341190305343
16S_FCS_Hsap_S3_scBem_minus10d_Rep1_03-minus10	7.70791770343697	8.03662343074646	3.43069120334713	6.1521046322615	0.102960973566843	-0.184721098884938	4.1698486895559	6.96833053605254	6.10592168581325	0.102960973566843	-1.97648056811299	0.220744009223226	5.56573289508041	-0.877868279444884	6.59539018459394	5.34866838984258	-1.97648056811299	-0.877868279444884	-0.590186206993102	-0.877868279444884	4.6475846596869	-0.877868279444884	4.14381685083796	3.27054350404749	0.421414704685377	3.51658087522756	-1.97648056811299	-1.97648056811299	3.44846944936841	1.87366703359707	0.913891189783172	4.62610732407634	-1.97648056811299	2.58786762335484	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	2.89871675508816	-1.97648056811299	0.662576761502266	-1.97648056811299	0.588468789348544	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	5.46776808138371	-1.97648056811299	-1.97648056811299	3.19400342692516	-1.97648056811299	-1.97648056811299	3.49579010555848	-1.97648056811299	-1.28333338755305	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.28333338755305	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	4.3691557927156	-1.97648056811299	-1.97648056811299	3.79496055501702	-1.97648056811299	-1.97648056811299	1.42471681354916	1.76118905017038	3.17681102638479	2.9579933650177	-1.97648056811299	-1.97648056811299	-1.97648056811299	3.32183679843504	1.97476315046843	-1.97648056811299	-1.97648056811299	2.54530800893605	-1.97648056811299	-1.97648056811299	-1.97648056811299	0.967958411053447	-1.97648056811299	-0.367042655678893	-1.97648056811299	-1.97648056811299	2.28619930892832	-1.97648056811299	1.71239888600094	-0.877868279444884	3.04079926870193	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	0.967958411053447	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299	1.28161596990849	-1.97648056811299	-1.97648056811299	0.326104524881053	0.220744009223226	-1.97648056811299	0.102960973566843	-1.97648056811299	-1.97648056811299	-1.97648056811299	-1.97648056811299
16S_FCS_Hsap_S3_scWim_360d_Rep3_03-360	7.00977863486652	5.00099535038655	4.90291680453564	4.28470345300282	5.20818776114892	-0.568302896889857	-0.00868710895443456	3.08235534440388	3.7083632221262	4.56307401490253	5.37088102647606	2.69458981339512	2.78597756498455	4.31070395472796	4.01666458178071	4.70019938457899	-0.345159345575647	4.19919870101569	1.44660012365241	2.89351910658873	2.39568067834955	2.96172735661527	4.00253461001773	4.26300634939224	3.39251027270772	2.01569465554237	3.03242817044737	0.347987834984298	3.17233849178267	2.17253712703534	0.90760362291972	1.24407585954093	0.610352099451789	3.443565443508	2.27950924658751	-0.0827950811081564	-2.64774443856969	0.296694540596747	-0.855984969341638	-0.0827950811081564	0.530309391778252	2.42742937666413	-2.64774443856969	-0.568302896889857	-2.64774443856969	2.41485059445727	-2.64774443856969	-2.64774443856969	1.1808969579194	2.69936309214778	2.17253712703534	-2.64774443856969	1.35958874666278	-2.64774443856969	-1.2614500774498	2.23505748401668	1.37760725216546	1.2234565723382	1.41269857197673	-2.64774443856969	1.15891805120063	-1.54913214990158	-2.64774443856969	-1.03830652613559	-1.54913214990158	-2.64774443856969	-2.64774443856969	-2.64774443856969	1.58636206602757	-2.64774443856969	-2.64774443856969	-1.03830652613559	1.44660012365241	-2.64774443856969	-0.70183428951438	0.571131386298508	0.443298014788623	-2.64774443856969	-0.249849165771323	-2.64774443856969	1.11345567712387	-2.64774443856969	-0.249849165771323	-2.64774443856969	-2.64774443856969	-2.64774443856969	-1.2614500774498	-2.64774443856969	-2.64774443856969	-0.70183428951438	0.060305762532517	1.26427856685845	-2.64774443856969	-2.64774443856969	-1.95459725800975	0.443298014788623	-1.2614500774498	-2.64774443856969	-2.64774443856969	-1.2614500774498	-1.03830652613559	-2.64774443856969	-2.64774443856969	0.242627319326471	-1.2614500774498	-2.64774443856969	-2.64774443856969	-0.568302896889857	-0.0827950811081564	-2.64774443856969	-1.2614500774498	-2.64774443856969	-2.64774443856969	-2.64774443856969	-0.249849165771323	-2.64774443856969	-1.03830652613559	-0.0827950811081564	-0.70183428951438	-2.64774443856969	-2.64774443856969	-2.64774443856969	-2.64774443856969	-2.64774443856969	-2.64774443856969
16S_FCS_Hsap_S3_scWim_390d_Rep3_03-390	6.5104080940772	3.92988948701329	4.84154799273048	3.84512115571646	4.79501272912548	-1.12555982287276	-0.0269475342046506	3.96357853271144	3.42039100345536	3.42963199330909	4.79802730183214	2.46142532355984	2.30842738161239	3.64194177503278	3.71764252692329	4.67995158120722	-0.90241627155855	3.41373761896462	0.579188269365665	1.93666219195006	3.11035663696974	2.84473209067936	4.21677442909205	3.56578805935638	2.94560140389368	1.86390283766764	2.26726930911888	1.23764989193772	2.89979186786239	1.41011915228866	1.0854580765958	2.62394425305761	1.45843772955947	3.00559871247206	2.09331600199544	0.820350326182553	-3.2050013645526	0.922133020492495	-1.81870700343271	1.5134975067425	0.601661125217724	2.4683219026189	-3.2050013645526	1.11248674898371	-0.37178802049638	1.98238444128816	0.291506196913884	-3.2050013645526	1.07166475446346	2.45099044626726	1.41011915228866	-0.64005200709106	2.42621041726877	-2.51185418399265	-2.10638907588449	1.68534776366916	2.29625684599213	1.47712986257162	1.31678721249644	-3.2050013645526	1.32759812860066	-0.64005200709106	-1.12555982287276	-3.2050013645526	-3.2050013645526	-3.2050013645526	-3.2050013645526	-3.2050013645526	2.56331963124118	-0.720094714764596	-3.2050013645526	0.820350326182553	0.623640031936499	-2.51185418399265	-0.11395891119428	0.508570702151712	-1.12555982287276	0.623640031936499	-0.11395891119428	-3.2050013645526	0.22898583993255	-0.720094714764596	1.26090675410199	-0.314629606656432	-3.2050013645526	-2.10638907588449	-0.0269475342046506	-3.2050013645526	-1.5955634521185	-1.25909121549728	-1.5955634521185	-0.160478926829173	-1.5955634521185	-3.2050013645526	-3.2050013645526	0.872536079353123	0.127203145622608	-1.41324189532454	-2.10638907588449	-1.25909121549728	-1.25909121549728	-2.51185418399265	-3.2050013645526	-0.64005200709106	-1.00777678721638	-3.2050013645526	-0.807106091754226	-0.160478926829173	-0.807106091754226	-3.2050013645526	-2.10638907588449	-3.2050013645526	-3.2050013645526	-3.2050013645526	-1.81870700343271	-3.2050013645526	-1.12555982287276	-1.41324189532454	-2.10638907588449	-1.00777678721638	-1.5955634521185	-3.2050013645526	-3.2050013645526	-3.2050013645526	-3.2050013645526
16S_FCS_Hsap_S3_scWim_420d_Rep3_03-420	6.69938786776788	5.09850759446061	4.02218035058193	3.4084399476264	4.08231870932047	-2.85305173669464	-2.85305173669464	4.6535400433762	2.94300601407073	4.83677693204184	5.06302635960814	2.30600356251989	1.72165924180874	4.42695651618954	3.68797826249526	5.62123395371032	-2.85305173669464	3.32489237735596	-0.90714158763933	2.48928251527017	1.95096930803861	2.46995824244377	3.85503234715843	4.21085222477743	3.01906605278077	1.95096930803861	2.82370206557364	-0.213994407079384	2.93384564467206	2.49880639678142	1.5413974179778	2.75642005849032	1.27408264835045	3.45139706572734	0.0373200212015216	-2.85305173669464	-2.85305173669464	1.20739127385178	-2.1599045561347	0.784534423031743	0.70229632479477	3.94823129777698	-2.85305173669464	2.45521596070656	0.730467201761467	2.85073073796156	-1.06129226746659	-2.85305173669464	1.79133916244673	2.15758355740161	2.05222304174379	-2.85305173669464	2.67240120243714	-2.85305173669464	-2.85305173669464	1.81977709776726	1.85647846461769	-0.0804630144548618	1.39544350535472	-2.85305173669464	1.97526200060766	-2.85305173669464	-2.85305173669464	-1.24361382426054	-2.85305173669464	-2.85305173669464	-2.85305173669464	-2.85305173669464	2.04478806325627	-1.24361382426054	-2.85305173669464	1.01814927421325	0.405044801326839	-2.85305173669464	-0.655827159358424	-0.90714158763933	-1.75443944802653	-0.145001535592433	0.810509909435003	-2.85305173669464	0.237990716663673	-1.46675737557475	3.2291671736818	-2.85305173669464	-2.85305173669464	-2.85305173669464	-1.06129226746659	-2.85305173669464	-2.85305173669464	-1.06129226746659	0.442785129309686	0.810509909435003	-0.90714158763933	-2.85305173669464	-2.85305173669464	1.52897489797924	0.612684166105083	-2.85305173669464	-0.288102379233106	-1.06129226746659	-0.773610195014807	-2.85305173669464	-2.85305173669464	-0.0804630144548618	-1.75443944802653	-2.85305173669464	-0.773610195014807	-2.85305173669464	0.142680536859348	-2.85305173669464	-1.75443944802653	-2.85305173669464	-2.85305173669464	-2.85305173669464	-0.550466643700597	-2.85305173669464	-0.90714158763933	1.29008298969689	-0.773610195014807	-0.213994407079384	0.643455824771837	-2.85305173669464	-2.85305173669464	-2.85305173669464	-2.85305173669464
16S_FCS_Hsap_S3_scWim_450d_Rep3_03-450	6.98107159289326	4.75991004656572	3.99405910217737	4.03746331124097	4.82878505606892	-2.67670721866851	0.50134661167944	3.90946443618617	4.02648089457236	4.68783979558714	4.95326848835928	2.37314878858103	2.7482427988129	4.07906170331575	3.6055595282275	4.45738650252436	-2.67670721866851	3.09161377712527	-2.67670721866851	1.17344038304155	3.35157130156219	2.60140744056201	4.13563787550897	3.83503811097622	2.78287829547565	2.05068060004383	2.29310608090749	-0.479482641332286	3.22319013491399	2.42315920915569	2.40469714631596	1.5428004865076	1.12995527110181	3.18692395692959	2.90302260731772	-1.06726930623441	-2.67670721866851	0.819800342797974	-2.67670721866851	0.458786997260644	-0.278811945870135	1.31227682789577	-2.67670721866851	0.0958815035712754	1.74213338912809	1.87716967293204	-1.5780949300004	-2.67670721866851	1.93841329817275	3.37773212760086	1.92846296731959	-2.67670721866851	0.96087894105788	-2.67670721866851	-2.67670721866851	1.73001202859575	2.60649651006948	1.21511307944212	1.46642750772303	-2.67670721866851	0.690588611317968	-1.06726930623441	-2.67670721866851	-0.730797069613192	-2.67670721866851	-2.67670721866851	-2.67670721866851	-2.67670721866851	1.71774193600393	-0.479482641332286	-2.67670721866851	0.319025054885485	-0.479482641332286	-2.67670721866851	-0.884947749440451	0.542168606199695	1.01217223544543	0.267731760497935	1.85589227448475	-2.67670721866851	2.08546671612925	-0.37412212567446	0.458786997260644	-0.884947749440451	-2.67670721866851	-2.67670721866851	-0.278811945870135	-2.67670721866851	-2.67670721866851	-1.06726930623441	-0.884947749440451	0.0313429824337042	-0.59726567698867	-2.67670721866851	-2.67670721866851	0.542168606199695	-0.278811945870135	-2.67670721866851	-2.67670721866851	-0.730797069613192	-2.67670721866851	-2.67670721866851	-2.67670721866851	-0.730797069613192	-1.5780949300004	-2.67670721866851	-1.29041285754862	-0.278811945870135	-0.730797069613192	-2.67670721866851	-1.98356003810856	-2.67670721866851	-2.67670721866851	-2.67670721866851	-0.59726567698867	-2.67670721866851	-2.67670721866851	-0.111757861206969	-1.06726930623441	-0.884947749440451	-2.67670721866851	-2.67670721866851	-1.98356003810856	-2.67670721866851	-2.67670721866851
16S_FCS_Hsap_S3_scWim_490d_Rep3_03-490	7.15278144970289	5.34241960807722	5.14978108431233	6.13183181324074	4.58101242524597	-2.9743695189943	-1.87575723032619	5.88627152277958	5.31842933920608	4.56092718344979	4.55503693884271	4.0440322800749	4.01772690842159	3.70899142677198	4.86318484188679	4.01034680112397	-2.9743695189943	4.53824802568021	-2.9743695189943	3.22613965504839	4.61141930273774	3.26590632617647	4.53933972884541	2.40552783454616	3.78023458049366	2.94720890064952	1.7618289294002	4.18024583791936	3.74946292182691	1.23032310039667	2.73936328651507	2.50209403293721	3.10784939138215	2.89492739413948	-0.0299305398278588	3.58666114690227	-2.9743695189943	0.283727019027183	-2.9743695189943	1.83781483637812	1.95288416616291	1.91597960922745	-2.9743695189943	0.203684311353646	3.00956676169289	1.40765711567958	0.116672934364017	-2.9743695189943	0.976874199587128	1.83781483637812	1.60034145950908	-0.201780796754518	1.96010441413639	-2.9743695189943	-2.9743695189943	1.08607349155212	1.57950737260624	2.69895374817719	2.66042008417495	-2.9743695189943	1.32969557420987	-2.9743695189943	-0.77714494165808	-1.87575723032619	-2.9743695189943	-2.9743695189943	-2.9743695189943	-2.9743695189943	1.66035946923534	-1.58807515787441	-2.9743695189943	-1.18261004976624	-2.9743695189943	-2.9743695189943	-1.58807515787441	1.36943590285938	0.459617685490847	-0.335312189379041	2.54308337747041	-2.9743695189943	0.689192127135347	-2.9743695189943	-1.3649316065602	-2.9743695189943	-2.9743695189943	-2.9743695189943	-2.9743695189943	-2.9743695189943	-1.58807515787441	-0.671784426000254	-0.671784426000254	-0.489462869206299	-1.58807515787441	-2.9743695189943	-2.9743695189943	0.244506305873901	1.57950737260624	-1.87575723032619	-2.9743695189943	-2.9743695189943	-1.02845936993899	-2.9743695189943	-2.9743695189943	-2.9743695189943	-2.9743695189943	-2.9743695189943	-1.58807515787441	-0.894927977314463	-1.02845936993899	-2.9743695189943	-1.87575723032619	-2.9743695189943	-2.9743695189943	-2.9743695189943	-1.58807515787441	-2.9743695189943	-1.18261004976624	-1.18261004976624	-1.02845936993899	-1.3649316065602	-1.02845936993899	-2.9743695189943	-2.9743695189943	-2.9743695189943	-2.9743695189943
16S_FCS_Hsap_S3_scWim_504d_Rep3_03-504	7.11441456994489	5.78831566450464	5.01126679937211	4.45856903018282	5.12603807908992	-1.84343925852021	-2.94205154718832	5.06231401779125	2.8898309300952	4.1421748749096	4.88757884196187	3.38409792596678	3.72363217059409	4.02113843868192	2.30497252497217	5.01687494586179	-2.94205154718832	5.06264796336123	-2.94205154718832	2.23409818538551	3.56820679333483	3.25235384391635	4.32337817606563	3.16941579231436	3.73124642057933	-0.544156274389949	0.425244282798155	2.3760684466559	2.91873467627755	2.82626944860545	3.31177726438715	1.87823001841672	1.96322323125011	3.58736729107391	0.886589849300776	0.00238743197812105	-2.94205154718832	1.29205495740894	-2.94205154718832	1.94829758103343	-0.7448269698521	3.38409792596678	-2.94205154718832	-0.0516797892921548	2.633897555958	2.61477651451122	0.19344266874083	-2.94205154718832	1.57973702986072	2.4740488550161	2.01377551041294	-1.15029207796026	2.32580661187501	-2.94205154718832	-2.94205154718832	1.64291593148225	0.989774085536006	2.02776175238768	1.60124323508168	-2.94205154718832	0.908096054521739	-1.55575718606843	-2.94205154718832	-1.55575718606843	-2.94205154718832	-2.94205154718832	-2.94205154718832	-2.94205154718832	2.57540134927639	-0.457144897400319	-2.94205154718832	-1.15029207796026	0.390152962986884	-1.15029207796026	-0.544156274389949	0.795618071095049	0.842138086729942	-1.84343925852021	1.8701328081841	-2.94205154718832	0.795618071095049	-1.84343925852021	-0.108838203132103	-2.94205154718832	-2.94205154718832	-1.84343925852021	-2.94205154718832	-2.94205154718832	-1.15029207796026	-0.457144897400319	-0.7448269698521	0.886589849300776	-1.55575718606843	-2.94205154718832	-2.94205154718832	1.16882231698499	-0.862610005508484	-0.639466454194274	-2.94205154718832	-1.15029207796026	-2.94205154718832	-2.94205154718832	-2.94205154718832	-1.15029207796026	-1.55575718606843	-2.94205154718832	-1.84343925852021	-1.15029207796026	0.00238743197812105	-2.24890436662837	-1.15029207796026	-2.94205154718832	-2.94205154718832	-2.94205154718832	-2.94205154718832	-2.94205154718832	-2.94205154718832	0.148990906169996	-0.544156274389949	-0.862610005508484	-0.302994217573061	-2.94205154718832	-2.94205154718832	-2.94205154718832	-2.94205154718832
