"Pathway","EDF","F_stat","p_value","Dev_explained","p_adj"
"PWY-3781",3.62689684769264,5.33013055632989,0.000313533897476237,18.2175827886188,0.00132539329387682
"PWY-7234",3.11074986435767,5.7361078278964,0.000322972232741303,54.9742611888791,0.00134995135482882
"PWY-7210",1.00015975409697,13.4907536043375,0.00033155548602265,48.0756084661031,0.00137042934222695
"P162-PWY",2.98868265962679,5.83839376689144,0.000409427450874689,71.7557236682358,0.00167370342555367
"PWY-5180",4.72814204848989,4.46896044896867,0.000520144601717842,49.0765434976476,0.00208057840687137
"PWY-5182",4.72814204848989,4.46896044896867,0.000520144601717842,49.0765434976476,0.00208057840687137
"REDCITCYC",3.92463750863152,4.7877788333512,0.000579460800848142,22.8138628234936,0.0022931852969735
"PWY-5101",2.74195852151521,5.95002750641102,0.000593539969506784,52.4873714804566,0.00229996738183879
"PWY-6906",1.44066052902771,9.7031537862709,0.000591172141198026,53.3513715756375,0.00229996738183879
"PWY0-781",2.95215236900219,5.51209562196269,0.000622288644546276,60.3781868317501,0.00238650902856922
"P261-PWY",3.15767403418089,5.18929086054102,0.000635224695126058,71.4133214606302,0.00238690491501913
"PWY-7198",1.00012509599351,12.170342678892,0.000635110537782313,44.6519382304205,0.00238690491501913
"PWY-5384",5.84939665367094,4.42907001178819,0.000678966870132358,52.2369029068035,0.00252575675689237
"PPGPPMET-PWY",1.00000390259409,11.9589297753423,0.000705846550315192,65.9989207262405,0.00259975165066586
"PWY-5971",3.15532432240272,5.21698424705577,0.000768221634598165,51.423661537316,0.00280174949088743
"TRPSYN-PWY",1.00072069474077,11.6936201814215,0.000803208027552349,32.9738360348909,0.00290090666261625
"PWY-5088",5.21867719631323,4.29858342116407,0.000817371722004079,93.9496746114832,0.00292367577486074
"GLCMANNANAUT-PWY",1.98907853968729,6.45098165888539,0.000912899090018071,53.1476240608203,0.00323427106177831
"PWY-7003",3.17152610640916,4.99085441300192,0.000964587899038638,39.7839149603286,0.00338515753247522
"P241-PWY",4.31623594042704,4.31505044821784,0.00101331897953516,86.8032410053794,0.00352294075128112
"PWY-7377",4.16163958953831,4.31507573691652,0.0010558212387663,53.1162435654978,0.00363671760019502
"PWY-5861",1.00262375667689,11.1017497676902,0.00107421539570784,45.6037400038878,0.00366612960736989
"PYRIDNUCSYN-PWY",3.21798893254678,4.85349345184732,0.00111655264578492,43.0534099763241,0.00377597803847263
"PWY-5100",3.01385240327542,5.01855260155714,0.00116558714425208,35.7524820555754,0.00390629205100696
"ALL-CHORISMATE-PWY",5.66730428127213,4.06952162206466,0.00123272491438686,73.1771026861547,0.00409440775135636
"PWY-5838",1.00136732845085,10.6937205676583,0.00132329055795999,45.4332179847804,0.00431840639591825
"PWY-6141",4.25372722448216,4.17866744337581,0.00135645642749826,86.6213222012486,0.00431840639591825
"PWY-6349",4.25165905272107,4.17428714254987,0.00136885559686628,86.6260228174609,0.00431840639591825
"PWY-6350",4.25269228048345,4.17647559985085,0.00136264728182817,86.6236751978696,0.00431840639591825
"PWY-6654",4.25185798403078,4.17388917144833,0.00136981708257622,86.6151705286226,0.00431840639591825
"PWY-7286",4.2551057172879,4.18138135797317,0.00134883372389333,86.6158141727446,0.00431840639591825
"METHANOGENESIS-PWY",4.25557564145145,4.14976891996942,0.00142948270331478,86.6031114223015,0.00441294920830985
"P441-PWY",2.96690060115991,4.93546663280572,0.0014353947693696,21.38870986267,0.00441294920830985
"PWY-5198",4.25292652948017,4.14935514664006,0.00143215060446344,86.5794099305338,0.00441294920830985
"AEROBACTINSYN-PWY",1.00001160526924,10.3607751106884,0.00156364159035177,77.9076847985987,0.00476782517713819
"PWY-5028",4.85837390183168,3.92612529401476,0.00157974855392923,29.6345463342926,0.00477777611432254
"NAGLIPASYN-PWY",2.96836695734682,4.87033412302831,0.0016184681295483,37.4303159633512,0.0048554043886449
"PWY-6148",4.24590835871434,4.03488507245076,0.0017974804023147,86.3961290516218,0.00534930167728855
"PWY-5840",1.00199895109369,10.0247689447367,0.00185646981807558,45.8111114765302,0.00548100612955647
"P163-PWY",3.45646173806633,4.43547083177145,0.00189260349908482,44.7666015080913,0.00550037891921526
"PWY0-1061",3.64729817471327,4.36783319538859,0.00189051149507397,66.7521323904257,0.00550037891921526
"PWY-5897",1.0040715962475,9.88907098464974,0.00197950842221284,45.9391278398636,0.00562119948903188
"PWY-5898",1.0040715962475,9.88907098464974,0.00197950842221284,45.9391278398636,0.00562119948903188
"PWY-5899",1.0040715962475,9.88907098464974,0.00197950842221284,45.9391278398636,0.00562119948903188
"FASYN-INITIAL-PWY",3.07086910497055,4.52114689096731,0.00218820770267453,50.4935696770575,0.00616676716208276
"PWY-6282",3.06713483531862,4.4870876396369,0.00231492847086623,50.0219348471818,0.00642651784449431
"PWY-7664",3.05854506384171,4.49875199489008,0.00231111328134037,50.6347355643698,0.00642651784449431
"PWY-6167",4.17906673712311,3.90415972064757,0.002350205538457,86.4163074199374,0.00647612192819261
"PWYG-321",3.06389663847358,4.46599945123109,0.00239632782598925,49.6712807945056,0.00655466140638237
"KETOGLUCONMET-PWY",1.0000092121901,9.51221734835446,0.00242476123303714,77.3417038350431,0.00658402320211545
"P164-PWY",3.90579900195216,4.15132844014913,0.00250984166586588,33.8958543834456,0.00676566014276888
"PWY0-1338",1.00002586034318,9.40723281224662,0.00255834319667375,70.8026045789252,0.00684678898678155
"PWY-5989",3.0511950443611,4.42106740442753,0.00260411220908829,49.8145225186654,0.00691949815557747
"PWY-7371",4.30341377590936,3.9811425091887,0.00275176513567643,27.880463580764,0.00725997610263569
"PWY-4984",2.86587617189151,4.54422499725141,0.00280903344155581,52.1752425820568,0.00735887633985043
"PWY-2942",1.80173764313166,5.59055654560715,0.00301835316996008,30.3572749446099,0.00785193971486117
"PWY-7211",1.00033032600403,9.06253784952764,0.00304677229337402,11.2877655820268,0.00787082842454956
"ARGORNPROST-PWY",1.56496155849442,5.68105922732542,0.00325123602521588,13.3819032150294,0.00834110207848487
"PWY-5973",3.76313009011884,4.16891917939886,0.00341588115140345,44.1383792683861,0.00870233333914409
"PWY0-1479",3.18706821503573,4.2048011724186,0.00343882527111339,68.7616693735669,0.00870233333914409
"PWY-7663",3.46991201441784,4.15848427395183,0.00365176486391966,49.9107557340111,0.0091787603336359
"GLYCOLYSIS-E-D",2.80952368711318,4.39417749245892,0.00368902546575034,16.3091486995,0.00921018438428944
"HCAMHPDEG-PWY",1.00000588563881,8.60970455976276,0.00386227863473837,72.04076605167,0.00951501756372632
"PWY-6690",1.00000588563881,8.60970455976276,0.00386227863473837,72.04076605167,0.00951501756372632
"DTDPRHAMSYN-PWY",4.7828809865193,3.30640749452742,0.00393787022334291,66.9016400421706,0.00963741923081291
"PWY-6467",2.86595485888662,4.31255897198882,0.00397316699791839,33.0299091754921,0.00966024917140941
"PWY-6385",1.03437789282397,8.09762386542698,0.00407451370668849,23.8702599226666,0.0098423318109618
"PWY-1269",2.86365298750412,4.28822405609415,0.00415549094464374,40.485638104098,0.00997317826714497
"PWY-5178",4.087089896059,3.624732955884,0.00436199837851858,62.6952087330672,0.0104016884410828
"AST-PWY",1.0000092207254,8.24463791725878,0.00467052606178919,68.2649970166084,0.0110664693948126
"GLUCARDEG-PWY",3.02989956927106,4.21416799377265,0.00473090218630762,62.1893599568945,0.0111385798310534
"PWY-6387",1.62929854480397,5.42888100935429,0.00495239500497058,24.9177958052799,0.0115867354833274
"FASYN-ELONG-PWY",2.81533532600909,4.11019636145434,0.00543533884977532,39.7055136613417,0.0126371628257276
"PWY-5695",3.73363542977649,3.6207761877925,0.00592978466363991,11.7290173654871,0.0137011173594661
"PWY0-862",2.83501076868025,3.99084360609099,0.00641190922453072,54.4498617239949,0.014723643404478
"SALVADEHYPOX-PWY",4.72247701255393,3.66516045590594,0.00681279455190764,18.0032104877418,0.0155482182411635
"PWY-5181",4.81313826842059,3.48677777201111,0.00696844166057486,77.8382113403758,0.015616025889963
"PWY-5417",4.22115430313283,3.33952970985686,0.0069671002718667,52.7961484481688,0.015616025889963
"PWY-5431",4.22115430313283,3.33952970985686,0.0069671002718667,52.7961484481688,0.015616025889963
"PWY-6123",1.00011848659765,7.43016733926152,0.00716363976526158,26.691943302797,0.0159573292974689
"PWY-6386",1.19875735446618,5.83867012189332,0.00744942040540342,24.8236615387912,0.0164951451833933
"PWY-5121",1.00004579654252,7.20103726171242,0.00809227537090856,28.8812047415121,0.0178125824732425
"P4-PWY",2.86489833071494,3.79433594777837,0.0082413940917121,34.4163904316153,0.0180341094242171
"PEPTIDOGLYCANSYN-PWY",1.45760495724316,4.7562081450105,0.00865209479533791,26.2792474695969,0.018822100958279
"P108-PWY",2.84081318093393,3.76245883659947,0.0088093795463432,42.5486144453819,0.0190087248266075
"PWY-7013",4.81177399536053,3.06163093292544,0.00884007901882555,50.2919173674012,0.0190087248266075
"P461-PWY",1.00018132433446,6.95466496121727,0.00921615177329732,19.873425187405,0.0197034968946357
"PWY-6163",1.00011724209586,6.87631535692249,0.00961905307075911,40.7696419735581,0.0204473585275565
"PWY0-1261",3.45175811230252,3.33507360437981,0.0102427746218874,60.84070221425,0.0216495009053529
"PWY-7374",2.4342520025271,3.82050504180499,0.0112251778740327,32.7224303621518,0.0235918992606789
"PWY-7208",1.4719437710296,4.32636391288023,0.0119702327600255,25.7627450053698,0.0250164414984802
"SO4ASSIM-PWY",3.25740711315414,3.31796617020183,0.0123551793503213,39.9481908962536,0.025676685577204
"PWY-4722",3.65626461315839,3.14069579371108,0.0127123618616128,42.3988804978102,0.0262722145139999
"SULFATE-CYS-PWY",3.23754351269714,3.24356574364717,0.0132476306352258,38.2823958736611,0.0272271745652155
"ARO-PWY",1.96561859535328,3.85492270295214,0.0134225881020859,39.7202399120877,0.0274124405183261
"PWY-6897",1.02755477309579,6.23460283883729,0.0134851521904669,32.0485882697592,0.0274124405183261
"PWY-6185",4.80618813327713,3.05778124560938,0.0141429468255716,76.6993159203127,0.0285933490169165
"PWY-6182",4.79337905625706,3.05658898028746,0.0143011924863501,76.6311119589015,0.0287569924590391
"PWY-5177",5.61026634571514,2.48225762966732,0.0144057907086044,66.8622114173137,0.0288115814172087
"HISTSYN-PWY",1.00026585690832,6.1038773841407,0.0145705639899977,17.0675117588661,0.0289852930710114
"PWY-6608",3.90146268676258,3.31315840856768,0.0147878690247135,14.8456024211694,0.0291062818899122
"PWY-6876",2.58618228132289,3.61051762540264,0.0147831570476353,36.4564886582171,0.0291062818899122
"NONMEVIPP-PWY",1.00015357301139,6.04195291745653,0.0150825171469815,25.424850644966,0.0293753737103514
"PWY-7560",1.00015357301139,6.04195291745653,0.0150825171469815,25.424850644966,0.0293753737103514
"COLANSYN-PWY",2.23717578570113,3.52093109563235,0.0162277550168333,39.3565988141977,0.0311171384858866
"PWY-5837",1.38209486458624,5.39109294498082,0.0161928551789544,46.6844223681317,0.0311171384858866
"PWY-5863",1.40227095575232,5.35004296437654,0.0160766326538606,46.7296972269427,0.0311171384858866
"CATECHOL-ORTHO-CLEAVAGE-PWY",5.38540216883653,2.68310965609639,0.01633540443351,43.57906470532,0.0311629253808499
"GALACTARDEG-PWY",2.4348155884155,3.50677533821992,0.0168325979059396,62.4287735858786,0.0314659619146207
"GLUCARGALACTSUPER-PWY",2.4348155884155,3.50677533821992,0.0168325979059396,62.4287735858786,0.0314659619146207
"PWY-5097",1.00037480325112,5.85745372049769,0.0166602831373528,29.4421398483676,0.0314659619146207
"PWY-6700",2.76160411282529,3.30091133899532,0.0166855672512992,17.8183936836829,0.0314659619146207
"PWY-5507",1.00001150471174,5.80995007643827,0.0171218005788883,71.7976824801148,0.0318465490767322
"P122-PWY",2.78242345692754,3.33329276813039,0.0173528109842802,40.9182905831326,0.0321156501798618
"PWY-6969",2.56227942202373,3.39445754094996,0.0178160769784643,25.423948946624,0.0328098051286571
