"Phase","Taxon","Degree","Betweenness","Closeness","Eigenvector","Hub_Score"
"Late","ASV_746",182,478.259949518462,0.000472366556447804,0.950355556770851,0.950355556770852
"Late","ASV_738",176,431.804998411853,0.000471031559114461,0.933353886556969,0.933353886556969
"Late","ASV_779",178,412.39609973294,0.000471253534401508,0.938674443632379,0.938674443632379
"Late","ASV_1083",174,385.923508655378,0.000470588235294118,0.926811701251344,0.926811701251344
"Mid","ASV_248",44,11492.3525234133,0.000551267916207277,0.00378890942316937,0.00378890942316933
"Mid","ASV_89",22,10231.2394678313,0.000552486187845304,0.024617924344237,0.0246179243442369
"Mid","ASV_530",66,8604.50964443227,0.00051413881748072,0.0321667569133069,0.0321667569133058
"Mid","ASV_370",33,8586.27457785867,0.00056274620146314,0.0483620673258773,0.0483620673258771
"Mid","ASV_264",67,8342.61503523198,0.000530503978779841,0.0113592897965459,0.0113592897965446
"Mid","ASV_81",21,6907.81069570388,0.000518941359626362,0.000875227508481014,0.000875227508480755
"Mid","ASV_135",23,6673.35026231036,0.000504795557799091,0.028658265034639,0.0286582650346389
"Mid","ASV_37",42,5863.83387859922,0.000523834468308015,0.0646139301910582,0.0646139301910578
"Mid","ASV_40",20,5666.31530909917,0.000537923614846692,0.0455160141988567,0.0455160141988566
"Mid","ASV_116",32,5644.15067603636,0.000516262261228704,0.0334220521859244,0.0334220521859242
"Mid","ASV_390",14,5591.33654276474,0.000487329434697856,0.0083128630626678,0.00831286306266758
"Mid","ASV_475",54,5471.53204773382,0.000533902829684997,0.00736718360778497,0.00736718360778447
"Mid","ASV_45",21,5290.68430949187,0.00053134962805526,0.00711583249021092,0.00711583249021061
"Mid","ASV_119",16,5239.25235507508,0.000472589792060492,0.0005006030410944,0.000500603041094191
"Mid","ASV_111",49,4975.05274687584,0.000543478260869565,0.411821501971272,0.411821501971271
"Mid","ASV_146",25,4757.44802719846,0.000536480686695279,0.177522816460942,0.177522816460942
"Mid","ASV_160",38,4751.01423091799,0.000521648408972353,0.00798239443691852,0.00798239443691819
"Mid","ASV_153",15,4733.92301292635,0.000477326968973747,0.00147394817688036,0.0014739481768802
