Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
16S_FCS_Hsap_S4_scWim_45d_Rep4_04-45_R1_raw	93.85293101462628	54.0	299.79148911666476	45.45454545454545	138928.0
16S_FCS_Hsap_S4_scWim_45d_Rep4_04-45_R2_raw	83.50224576759184	55.0	299.52782736381437	45.45454545454545	138928.0
16S_FCS_Hsap_S4_scWim_490d_Rep4_04-490_R1_raw	90.89796257106104	54.0	297.3314037926885	45.45454545454545	48198.0
16S_FCS_Hsap_S4_scWim_490d_Rep4_04-490_R2_raw	81.12162330387153	55.0	297.01035312668574	45.45454545454545	48198.0
16S_FCS_Hsap_S4_scWim_504d_Rep4_04-504_R1_raw	91.02959741899285	54.0	296.4587833730771	45.45454545454545	42774.0
16S_FCS_Hsap_S4_scWim_504d_Rep4_04-504_R2_raw	80.39930799083555	55.0	296.15616963576	45.45454545454545	42774.0
16S_FCS_Hsap_S4_scWim_520d_Rep4_04-520_R1_raw	89.96923365978535	53.0	298.0847600930036	45.45454545454545	42579.0
16S_FCS_Hsap_S4_scWim_520d_Rep4_04-520_R2_raw	79.67072970243547	55.0	297.7924798609643	45.45454545454545	42579.0
16S_FCS_Hsap_S4_scWim_60d_Rep4_04-60_R1_raw	94.1532698440435	54.0	300.0327312044035	45.45454545454545	183128.0
16S_FCS_Hsap_S4_scWim_60d_Rep4_04-60_R2_raw	84.168996548862	55.0	299.7106559346468	45.45454545454545	183128.0
16S_FCS_Hsap_S4_scWim_75d_Rep4_04-75_R1_raw	92.87571281229489	54.0	299.82013689405625	45.45454545454545	117317.0
16S_FCS_Hsap_S4_scWim_75d_Rep4_04-75_R2_raw	83.11838863932763	55.0	299.5135061414799	45.45454545454545	117317.0
16S_FCS_Hsap_S4_scWim_7d_Rep4_04-7_R1_raw	93.5767825648778	53.0	299.98200113378687	45.45454545454545	190512.0
16S_FCS_Hsap_S4_scWim_7d_Rep4_04-7_R2_raw	83.45091122868901	55.0	299.72008587385574	45.45454545454545	190512.0
16S_FCS_Hsap_S4_scWim_90d_Rep4_04-90_R1_raw	92.65745135017512	54.0	299.34498373158146	45.45454545454545	96506.0
16S_FCS_Hsap_S4_scWim_90d_Rep4_04-90_R2_raw	82.42078212753611	56.0	299.01839263879964	45.45454545454545	96506.0
16S_FCS_Hsap_S5_scAem_plus10d_Rep5_05-plus10_R1_raw	90.85000896003822	54.0	297.42741771698223	45.45454545454545	83705.0
16S_FCS_Hsap_S5_scAem_plus10d_Rep5_05-plus10_R2_raw	81.65223104951914	55.0	297.2845110805806	45.45454545454545	83705.0
16S_FCS_Hsap_S5_scAem_plus3mon_Rep5_05-plus3m_R1_raw	90.8902661739118	54.0	296.9004472181878	45.45454545454545	69541.0
16S_FCS_Hsap_S5_scAem_plus3mon_Rep5_05-plus3m_R2_raw	81.03421003436821	55.0	296.6838411872133	45.45454545454545	69541.0
16S_FCS_Hsap_S5_scBem_minus10d_Rep3_05-minus10_R1_raw	91.02905911616199	53.0	299.1116936504863	45.45454545454545	67139.0
16S_FCS_Hsap_S5_scBem_minus10d_Rep3_05-minus10_R2_raw	81.5263855583193	54.0	298.8127169007581	45.45454545454545	67139.0
16S_FCS_Hsap_S5_scWim_120d_Rep5_05-120_R1_raw	90.08739919223926	54.0	298.30214407230886	45.45454545454545	77003.0
16S_FCS_Hsap_S5_scWim_120d_Rep5_05-120_R2_raw	80.83840889316001	55.0	298.15795488487464	45.45454545454545	77003.0
16S_FCS_Hsap_S5_scWim_14d_Rep5_05-14_R1_raw	91.15153683424589	54.0	297.8489920358387	45.45454545454545	128576.0
16S_FCS_Hsap_S5_scWim_14d_Rep5_05-14_R2_raw	81.92897585863614	55.0	297.7066637630662	45.45454545454545	128576.0
16S_FCS_Hsap_S5_scWim_150d_Rep5_05-150_R1_raw	91.03450546556039	54.0	297.00383028227753	45.45454545454545	91116.0
16S_FCS_Hsap_S5_scWim_150d_Rep5_05-150_R2_raw	81.54989244479565	55.0	296.8938166732517	45.45454545454545	91116.0
16S_FCS_Hsap_S5_scWim_180d_Rep5_05-180_R1_raw	91.69293528648248	54.0	297.08958371963655	45.45454545454545	86288.0
16S_FCS_Hsap_S5_scWim_180d_Rep5_05-180_R2_raw	80.7192193584276	55.0	296.9661714259225	45.45454545454545	86288.0
16S_FCS_Hsap_S5_scWim_1d_Rep4_05-1_R1_raw	89.7396351575456	53.0	299.7523880597015	45.45454545454545	60300.0
16S_FCS_Hsap_S5_scWim_1d_Rep4_05-1_R2_raw	75.76119402985074	55.0	299.5551077943615	45.45454545454545	60300.0
16S_FCS_Hsap_S5_scWim_210d_Rep5_05-210_R1_raw	92.16771111792804	54.0	297.1924054515974	45.45454545454545	91276.0
16S_FCS_Hsap_S5_scWim_210d_Rep5_05-210_R2_raw	81.84188614750866	55.0	297.04113896314476	45.45454545454545	91276.0
16S_FCS_Hsap_S5_scWim_21d_Rep5_05-21_R1_raw	92.2518273991983	54.0	297.12926196651733	45.45454545454545	169640.0
16S_FCS_Hsap_S5_scWim_21d_Rep5_05-21_R2_raw	81.79026173072388	56.0	297.07622023107757	45.45454545454545	169640.0
16S_FCS_Hsap_S5_scWim_240d_Rep4_05-240_R1_raw	91.80182803889063	55.0	295.1592589273713	45.45454545454545	89276.0
16S_FCS_Hsap_S5_scWim_240d_Rep4_05-240_R2_raw	81.76105560284958	56.0	295.1985416013262	45.45454545454545	89276.0
16S_FCS_Hsap_S5_scWim_270d_Rep4_05-270_R1_raw	91.28920990884811	55.0	296.88712520138836	45.45454545454545	92483.0
16S_FCS_Hsap_S5_scWim_270d_Rep4_05-270_R2_raw	81.5803985597353	56.0	296.73765989425084	45.45454545454545	92483.0
16S_FCS_Hsap_S5_scWim_300d_Rep5_05-300_R1_raw	91.06409985191453	55.0	297.5436852126084	45.45454545454545	70905.0
16S_FCS_Hsap_S5_scWim_300d_Rep5_05-300_R2_raw	81.71920174881885	55.0	297.3891968126366	45.45454545454545	70905.0
16S_FCS_Hsap_S5_scWim_30d_Rep5_05-30_R1_raw	92.22615971138347	54.0	297.0778791290331	45.45454545454545	156332.0
16S_FCS_Hsap_S5_scWim_30d_Rep5_05-30_R2_raw	82.22628764424431	56.0	296.9231891103549	45.45454545454545	156332.0
16S_FCS_Hsap_S5_scWim_330d_Rep5_05-330_R1_raw	90.89044255091885	55.0	297.41335906586073	45.45454545454545	82386.0
16S_FCS_Hsap_S5_scWim_330d_Rep5_05-330_R2_raw	80.80984633311485	56.0	297.2429296239652	45.45454545454545	82386.0
16S_FCS_Hsap_S5_scWim_360d_Rep5_05-360_R1_raw	91.99812250645388	55.0	296.34767425486973	45.45454545454545	106525.0
16S_FCS_Hsap_S5_scWim_360d_Rep5_05-360_R2_raw	82.66979582257686	56.0	296.3514761793006	45.45454545454545	106525.0
16S_FCS_Hsap_S5_scWim_390d_Rep5_05-390_R1_raw	89.42567862442175	55.0	297.7019071310116	45.45454545454545	45828.0
16S_FCS_Hsap_S5_scWim_390d_Rep5_05-390_R2_raw	80.01440167583137	56.0	297.40676005935234	45.45454545454545	45828.0
16S_FCS_Hsap_S5_scWim_420d_Rep5_05-420_R1_raw	91.69219713302319	55.0	296.82115435530847	45.45454545454545	105756.0
16S_FCS_Hsap_S5_scWim_420d_Rep5_05-420_R2_raw	81.34952154014903	55.0	296.70759105866335	45.45454545454545	105756.0
16S_FCS_Hsap_S5_scWim_450d_Rep5_05-450_R1_raw	90.5622671446791	55.0	297.337872442985	45.45454545454545	99579.0
16S_FCS_Hsap_S5_scWim_450d_Rep5_05-450_R2_raw	80.97088743610601	55.0	297.29021179164283	45.45454545454545	99579.0
16S_FCS_Hsap_S5_scWim_45d_Rep5_05-45_R1_raw	92.41743032123246	55.0	298.4295975321821	45.45454545454545	110543.0
16S_FCS_Hsap_S5_scWim_45d_Rep5_05-45_R2_raw	81.98348154111974	56.0	298.2796649267706	45.45454545454545	110543.0
16S_FCS_Hsap_S5_scWim_490d_Rep5_05-490_R1_raw	91.42507742818785	54.0	297.80262125985297	45.45454545454545	75231.0
16S_FCS_Hsap_S5_scWim_490d_Rep5_05-490_R2_raw	81.32152968855924	55.0	297.62907577993116	45.45454545454545	75231.0
16S_FCS_Hsap_S5_scWim_504d_Rep5_05-504_R1_raw	91.06253880123226	55.0	296.8265921683007	45.45454545454545	85371.0
16S_FCS_Hsap_S5_scWim_504d_Rep5_05-504_R2_raw	81.62022232373991	56.0	296.6566632697286	45.45454545454545	85371.0
16S_FCS_Hsap_S5_scWim_520d_Rep5_05-520_R1_raw	90.91439220110797	54.0	298.21979387193693	45.45454545454545	78883.0
16S_FCS_Hsap_S5_scWim_520d_Rep5_05-520_R2_raw	82.07471825361611	54.0	298.01052191219907	45.45454545454545	78883.0
16S_FCS_Hsap_S5_scWim_60d_Rep5_05-60_R1_raw	91.30760621927335	54.0	297.8088252927775	45.45454545454545	100076.0
16S_FCS_Hsap_S5_scWim_60d_Rep5_05-60_R2_raw	81.70190655102122	55.0	297.57770094728005	45.45454545454545	100076.0
16S_FCS_Hsap_S5_scWim_75d_Rep5_05-75_R1_raw	91.00668241989989	54.0	298.15275554539215	45.45454545454545	78714.0
16S_FCS_Hsap_S5_scWim_75d_Rep5_05-75_R2_raw	81.3641791803237	55.0	297.9790888533171	45.45454545454545	78714.0
16S_FCS_Hsap_S5_scWim_7d_Rep5_05-7_R1_raw	91.34689651772362	53.0	297.35943534206507	45.45454545454545	121702.0
16S_FCS_Hsap_S5_scWim_7d_Rep5_05-7_R2_raw	81.95839016614353	54.0	297.14302147869387	45.45454545454545	121702.0
16S_FCS_Hsap_S5_scWim_90d_Rep5_05-90_R1_raw	90.79330757973288	55.0	296.34967764051316	45.45454545454545	75847.0
16S_FCS_Hsap_S5_scWim_90d_Rep5_05-90_R2_raw	80.92343797381571	56.0	296.3127084789115	45.45454545454545	75847.0
16S_FCS_Hsap_S6_scAem_plus10d_Rep6_06-plus10_R1_raw	92.46725128778907	53.0	297.468907795029	45.45454545454545	137639.0
16S_FCS_Hsap_S6_scAem_plus10d_Rep6_06-plus10_R2_raw	82.30806675433561	54.0	297.45300387244896	45.45454545454545	137639.0
16S_FCS_Hsap_S6_scAem_plus6mon_Rep4_06-plus6m_R1_raw	92.66949543400055	54.0	297.25913661101373	45.45454545454545	108410.0
16S_FCS_Hsap_S6_scAem_plus6mon_Rep4_06-plus6m_R2_raw	82.00166036343511	55.0	297.14577068536113	45.45454545454545	108410.0
16S_FCS_Hsap_S6_scBem_minus10d_Rep4_06-minus10_R1_raw	90.38137740506433	54.0	298.75449953410816	45.45454545454545	61173.0
16S_FCS_Hsap_S6_scBem_minus10d_Rep4_06-minus10_R2_raw	81.73540614323312	54.0	298.49876579536726	45.45454545454545	61173.0
16S_FCS_Hsap_S6_scWim_120d_Rep6_06-120_R1_raw	90.19875070982397	54.0	296.2737081203861	45.45454545454545	70440.0
16S_FCS_Hsap_S6_scWim_120d_Rep6_06-120_R2_raw	81.61697898921068	55.0	296.282950028393	45.45454545454545	70440.0
16S_FCS_Hsap_S6_scWim_14d_Rep6_06-14_R1_raw	91.23307981658932	54.0	298.1119546415529	45.45454545454545	72842.0
16S_FCS_Hsap_S6_scWim_14d_Rep6_06-14_R2_raw	81.45575354877681	55.0	298.1886686252437	45.45454545454545	72842.0
16S_FCS_Hsap_S6_scWim_150d_Rep6_06-150_R1_raw	92.10607428282071	54.0	295.50038528433987	45.45454545454545	90842.0
16S_FCS_Hsap_S6_scWim_150d_Rep6_06-150_R2_raw	82.85925012659342	55.0	295.742718125977	45.45454545454545	90842.0
16S_FCS_Hsap_S6_scWim_180d_Rep6_06-180_R1_raw	89.05891664806283	55.0	295.39234469181906	45.45454545454545	49273.0
16S_FCS_Hsap_S6_scWim_180d_Rep6_06-180_R2_raw	80.88405414730177	56.0	295.6076958983622	45.45454545454545	49273.0
16S_FCS_Hsap_S6_scWim_1d_Rep5_06-1_R1_raw	92.21997229031227	53.0	297.4375343296797	45.45454545454545	121979.0
16S_FCS_Hsap_S6_scWim_1d_Rep5_06-1_R2_raw	81.61732757277892	54.0	297.2412792365899	45.45454545454545	121979.0
16S_FCS_Hsap_S6_scWim_210d_Rep6_06-210_R1_raw	91.52906512798478	54.0	295.2520778343871	45.45454545454545	81455.0
16S_FCS_Hsap_S6_scWim_210d_Rep6_06-210_R2_raw	83.2791111656743	55.0	295.6341047203978	45.45454545454545	81455.0
16S_FCS_Hsap_S6_scWim_21d_Rep6_06-21_R1_raw	90.68591449245699	57.0	290.80786688659595	45.45454545454545	83057.0
16S_FCS_Hsap_S6_scWim_21d_Rep6_06-21_R2_raw	82.14479213070541	57.0	291.81360993052965	45.45454545454545	83057.0
16S_FCS_Hsap_S6_scWim_240d_Rep5_06-240_R1_raw	89.6169190685556	55.0	291.770436411008	45.45454545454545	49128.0
16S_FCS_Hsap_S6_scWim_240d_Rep5_06-240_R2_raw	81.42199967432015	56.0	292.23854014004235	45.45454545454545	49128.0
16S_FCS_Hsap_S6_scWim_270d_Rep5_06-270_R1_raw	90.38692237559782	54.0	297.8331387258273	45.45454545454545	62519.0
16S_FCS_Hsap_S6_scWim_270d_Rep5_06-270_R2_raw	80.66827684383946	55.0	297.6677330091652	45.45454545454545	62519.0
16S_FCS_Hsap_S6_scWim_300d_Rep6_06-300_R1_raw	91.17144775976206	55.0	297.7420320445169	45.45454545454545	52115.0
16S_FCS_Hsap_S6_scWim_300d_Rep6_06-300_R2_raw	81.03808884198408	56.0	297.5004701141706	45.45454545454545	52115.0
16S_FCS_Hsap_S6_scWim_30d_Rep6_06-30_R1_raw	90.40051311288484	53.0	296.42605473204105	45.45454545454545	70160.0
16S_FCS_Hsap_S6_scWim_30d_Rep6_06-30_R2_raw	81.80302166476625	54.0	296.59968643101485	45.45454545454545	70160.0
16S_FCS_Hsap_S6_scWim_330d_Rep6_06-330_R1_raw	91.49734143562476	54.0	296.62901949613877	45.45454545454545	63192.0
16S_FCS_Hsap_S6_scWim_330d_Rep6_06-330_R2_raw	79.70945689327763	55.0	296.41619192302824	45.45454545454545	63192.0
16S_FCS_Hsap_S6_scWim_360d_Rep6_06-360_R1_raw	90.33807401873149	55.0	298.3041598847293	45.45454545454545	37477.0
16S_FCS_Hsap_S6_scWim_360d_Rep6_06-360_R2_raw	80.01974544387224	56.0	298.18171144968915	45.45454545454545	37477.0
16S_FCS_Hsap_S6_scWim_390d_Rep6_06-390_R1_raw	92.68137858929839	55.0	298.04539287803544	45.45454545454545	80343.0
16S_FCS_Hsap_S6_scWim_390d_Rep6_06-390_R2_raw	81.9561131648059	56.0	298.02428338498686	45.45454545454545	80343.0
16S_FCS_Hsap_S6_scWim_420d_Rep6_06-420_R1_raw	91.26557407908514	54.0	298.37131898772896	45.45454545454545	84997.0
16S_FCS_Hsap_S6_scWim_420d_Rep6_06-420_R2_raw	81.47934632987047	55.0	298.2364671694295	45.45454545454545	84997.0
16S_FCS_Hsap_S6_scWim_450d_Rep6_06-450_R1_raw	90.90268093574215	53.0	298.0018645900252	45.45454545454545	63821.0
16S_FCS_Hsap_S6_scWim_450d_Rep6_06-450_R2_raw	81.62673728083233	54.0	298.0329358675044	45.45454545454545	63821.0
16S_FCS_Hsap_S6_scWim_45d_Rep6_06-45_R1_raw	90.09114203237002	54.0	296.1968148941001	45.45454545454545	61662.0
16S_FCS_Hsap_S6_scWim_45d_Rep6_06-45_R2_raw	80.90233855535013	55.0	296.2619927994551	45.45454545454545	61662.0
16S_FCS_Hsap_S6_scWim_490d_Rep6_06-490_R1_raw	88.8360291785601	53.0	298.2472988688022	45.45454545454545	47295.0
16S_FCS_Hsap_S6_scWim_490d_Rep6_06-490_R2_raw	79.23036261761285	54.0	298.1690242097473	45.45454545454545	47295.0
16S_FCS_Hsap_S6_scWim_504d_Rep6_06-504_R1_raw	91.70519605721368	54.0	298.7555039644283	45.45454545454545	101654.0
16S_FCS_Hsap_S6_scWim_504d_Rep6_06-504_R2_raw	81.95152182894918	55.0	298.5642079996852	45.45454545454545	101654.0
16S_FCS_Hsap_S6_scWim_520d_Rep6_06-520_R1_raw	91.6943406669434	54.0	300.41265393662655	45.45454545454545	115632.0
16S_FCS_Hsap_S6_scWim_520d_Rep6_06-520_R2_raw	82.19696969696969	55.0	300.1046596097966	45.45454545454545	115632.0
16S_FCS_Hsap_S6_scWim_60d_Rep6_06-60_R1_raw	91.20446340662947	54.0	295.75723915074093	45.45454545454545	79222.0
16S_FCS_Hsap_S6_scWim_60d_Rep6_06-60_R2_raw	82.13501300143899	55.0	295.78113402842644	45.45454545454545	79222.0
16S_FCS_Hsap_S6_scWim_75d_Rep6_06-75_R1_raw	91.85493840317149	55.0	294.1350228057462	45.45454545454545	93836.0
16S_FCS_Hsap_S6_scWim_75d_Rep6_06-75_R2_raw	83.1812950253634	56.0	294.3303103286585	45.45454545454545	93836.0
16S_FCS_Hsap_S6_scWim_7d_Rep6_06-7_R1_raw	91.15624500239885	55.0	296.08846953462336	45.45454545454545	62530.0
16S_FCS_Hsap_S6_scWim_7d_Rep6_06-7_R2_raw	80.96273788581482	56.0	296.26484887254117	45.45454545454545	62530.0
16S_FCS_Hsap_S6_scWim_90d_Rep6_06-90_R1_raw	91.01563153055254	56.0	290.869347153724	45.45454545454545	59815.0
16S_FCS_Hsap_S6_scWim_90d_Rep6_06-90_R2_raw	81.70860152135752	56.0	291.4891248014712	45.45454545454545	59815.0
